Date,"3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
11/29/1996,5.13,5.25,5.38,5.59,5.70,5.84,5.97,6.06,6.45,6.36
11/27/1996,5.15,5.26,5.41,5.66,5.77,5.91,6.05,6.14,6.53,6.44
11/26/1996,5.16,5.27,5.41,5.66,5.77,5.91,6.04,6.13,6.52,6.43
11/25/1996,5.18,5.28,5.43,5.67,5.77,5.92,6.04,6.13,6.53,6.42
11/22/1996,5.18,5.27,5.44,5.69,5.80,5.94,6.05,6.15,6.54,6.44
11/21/1996,5.18,5.26,5.43,5.67,5.78,5.94,6.05,6.15,6.52,6.42
11/20/1996,5.17,5.26,5.40,5.65,5.77,5.92,6.04,6.14,6.50,6.41
11/19/1996,5.17,5.26,5.40,5.68,5.78,5.94,6.07,6.17,6.53,6.44
11/18/1996,5.18,5.27,5.41,5.70,5.81,5.97,6.10,6.20,6.56,6.46
11/15/1996,5.16,5.26,5.40,5.68,5.79,5.96,6.09,6.19,6.55,6.46
11/14/1996,5.17,5.27,5.40,5.66,5.77,5.93,6.05,6.15,6.53,6.42
11/13/1996,5.17,5.28,5.42,5.71,5.84,5.99,6.10,6.20,6.58,6.46
11/12/1996,5.18,5.29,5.43,5.73,5.84,5.98,6.09,6.19,6.56,6.44
11/08/1996,5.18,5.29,5.45,5.76,5.88,6.04,6.16,6.29,6.63,6.51
11/07/1996,5.16,5.28,5.44,5.75,5.87,6.01,6.12,6.26,6.61,6.48
11/06/1996,5.17,5.28,5.44,5.76,5.90,6.05,6.18,6.30,6.67,6.61
11/05/1996,5.17,5.27,5.43,5.74,5.86,6.03,6.16,6.28,6.66,6.60
11/04/1996,5.19,5.30,5.46,5.78,5.92,6.10,6.23,6.36,6.74,6.67
11/01/1996,5.17,5.30,5.46,5.79,5.93,6.11,6.26,6.38,6.75,6.68
10/31/1996,5.17,5.30,5.44,5.77,5.92,6.10,6.24,6.37,6.74,6.66
10/30/1996,5.14,5.30,5.46,5.79,5.95,6.12,6.27,6.40,6.77,6.69
10/29/1996,5.14,5.30,5.46,5.77,5.94,6.12,6.27,6.40,6.77,6.70
10/28/1996,5.19,5.34,5.56,5.92,6.10,6.29,6.43,6.56,6.91,6.83
10/25/1996,5.14,5.33,5.55,5.90,6.07,6.26,6.42,6.54,6.90,6.82
10/24/1996,5.14,5.34,5.56,5.94,6.10,6.29,6.45,6.57,6.94,6.85
10/23/1996,5.13,5.34,5.56,5.94,6.11,6.31,6.45,6.56,6.92,6.84
10/22/1996,5.16,5.35,5.57,5.95,6.12,6.31,6.45,6.56,6.93,6.85
10/21/1996,5.14,5.34,5.55,5.91,6.07,6.27,6.41,6.52,6.89,6.81
10/18/1996,5.12,5.31,5.52,5.89,6.05,6.25,6.39,6.50,6.88,6.79
10/17/1996,5.12,5.30,5.52,5.89,6.06,6.25,6.40,6.51,6.89,6.81
10/16/1996,5.14,5.33,5.58,5.94,6.12,6.31,6.46,6.57,6.96,6.86
10/15/1996,5.17,5.34,5.58,5.93,6.10,6.30,6.46,6.56,6.94,6.85
10/11/1996,5.13,5.31,5.57,5.92,6.09,6.29,6.46,6.55,6.93,6.84
10/10/1996,5.15,5.35,5.66,6.01,6.17,6.37,6.51,6.61,6.98,6.89
10/09/1996,5.12,5.31,5.56,5.96,6.11,6.31,6.46,6.55,6.93,6.83
10/08/1996,5.12,5.29,5.53,5.90,6.06,6.26,6.42,6.53,6.89,6.79
10/07/1996,5.11,5.29,5.53,5.89,6.06,6.25,6.41,6.53,6.88,6.78
10/04/1996,5.01,5.24,5.47,5.85,6.00,6.20,6.36,6.48,6.83,6.74
10/03/1996,5.04,5.31,5.61,6.00,6.16,6.35,6.49,6.61,6.95,6.84
10/02/1996,5.03,5.29,5.61,5.98,6.15,6.35,6.49,6.61,6.95,6.84
10/01/1996,5.10,5.35,5.65,6.03,6.22,6.39,6.54,6.65,6.99,6.88
09/30/1996,5.14,5.37,5.71,6.10,6.28,6.46,6.60,6.72,7.05,6.93
09/27/1996,5.04,5.24,5.68,6.07,6.25,6.43,6.57,6.68,7.03,6.91
09/26/1996,5.00,5.25,5.65,6.05,6.22,6.41,6.54,6.66,7.00,6.88
09/25/1996,5.07,5.28,5.70,6.08,6.25,6.46,6.59,6.71,7.05,6.93
09/24/1996,5.17,5.37,5.73,6.16,6.32,6.52,6.67,6.77,7.12,6.99
09/23/1996,5.31,5.50,5.85,6.24,6.40,6.60,6.73,6.83,7.16,7.02
09/20/1996,5.29,5.50,5.85,6.26,6.43,6.62,6.75,6.85,7.18,7.04
09/19/1996,5.25,5.48,5.85,6.29,6.46,6.65,6.77,6.87,7.19,7.05
09/18/1996,5.28,5.47,5.84,6.26,6.43,6.61,6.73,6.83,7.16,7.02
09/17/1996,5.31,5.46,5.83,6.22,6.39,6.57,6.71,6.81,7.15,7.00
09/16/1996,5.20,5.38,5.74,6.14,6.31,6.49,6.63,6.73,7.09,6.95
09/13/1996,5.21,5.38,5.74,6.10,6.29,6.48,6.64,6.74,7.10,6.95
09/12/1996,5.28,5.50,5.90,6.27,6.44,6.64,6.79,6.88,7.23,7.08
09/11/1996,5.31,5.52,5.94,6.34,6.51,6.70,6.84,6.94,7.27,7.12
09/10/1996,5.29,5.55,5.93,6.34,6.52,6.70,6.84,6.94,7.28,7.13
09/09/1996,5.29,5.50,5.91,6.32,6.47,6.67,6.80,6.90,7.23,7.08
09/06/1996,5.33,5.57,5.92,6.33,6.52,6.72,6.84,6.94,7.27,7.12
09/05/1996,5.34,5.59,5.98,6.38,6.56,6.76,6.88,6.98,7.30,7.15
09/04/1996,5.32,5.58,5.97,6.38,6.56,6.74,6.85,6.94,7.25,7.10
09/03/1996,5.32,5.58,5.94,6.35,6.54,6.71,6.83,6.92,7.22,7.07
08/30/1996,5.29,5.49,5.91,6.34,6.54,6.73,6.86,6.96,7.28,7.13
08/29/1996,5.24,5.41,5.82,6.23,6.42,6.61,6.74,6.86,7.19,7.05
08/28/1996,5.20,5.36,5.77,6.17,6.36,6.56,6.68,6.79,7.13,6.99
08/27/1996,5.20,5.36,5.76,6.17,6.36,6.55,6.67,6.78,7.12,6.97
08/26/1996,5.21,5.37,5.77,6.18,6.37,6.57,6.69,6.80,7.14,7.00
08/23/1996,5.15,5.32,5.69,6.09,6.27,6.48,6.61,6.72,7.06,6.93
08/22/1996,5.14,5.29,5.62,6.00,6.18,6.38,6.51,6.62,6.97,6.84
08/21/1996,5.14,5.30,5.62,5.99,6.15,6.35,6.49,6.61,6.97,6.83
08/20/1996,5.18,5.32,5.62,5.97,6.14,6.34,6.47,6.59,6.94,6.80
08/19/1996,5.20,5.35,5.64,5.97,6.15,6.34,6.47,6.59,6.94,6.80
08/16/1996,5.18,5.32,5.61,5.95,6.13,6.31,6.43,6.56,6.90,6.77
08/15/1996,5.19,5.34,5.66,6.00,6.17,6.37,6.49,6.62,6.95,6.82
08/14/1996,5.16,5.31,5.61,5.97,6.14,6.33,6.46,6.58,6.92,6.78
08/13/1996,5.17,5.32,5.63,5.97,6.14,6.32,6.44,6.57,6.92,6.78
08/12/1996,5.18,5.30,5.58,5.92,6.08,6.24,6.37,6.49,6.82,6.70
08/09/1996,5.15,5.32,5.57,5.93,6.09,6.25,6.37,6.50,6.83,6.70
08/08/1996,5.15,5.33,5.62,5.97,6.14,6.29,6.43,6.56,6.89,6.76
08/07/1996,5.18,5.33,5.62,5.97,6.14,6.30,6.43,6.55,6.87,6.78
08/06/1996,5.19,5.32,5.61,5.93,6.13,6.29,6.42,6.54,6.86,6.76
08/05/1996,5.20,5.32,5.60,5.93,6.10,6.28,6.40,6.53,6.84,6.75
08/02/1996,5.21,5.32,5.60,5.91,6.09,6.26,6.38,6.51,6.83,6.74
08/01/1996,5.25,5.41,5.74,6.08,6.25,6.41,6.52,6.65,6.94,6.84
07/31/1996,5.32,5.47,5.85,6.22,6.39,6.57,6.68,6.80,7.07,6.98
07/30/1996,5.34,5.51,5.88,6.30,6.47,6.65,6.77,6.89,7.14,7.05
07/29/1996,5.37,5.56,5.93,6.32,6.50,6.69,6.81,6.93,7.19,7.09
07/26/1996,5.29,5.52,5.85,6.25,6.45,6.62,6.74,6.85,7.12,7.02
07/25/1996,5.29,5.53,5.85,6.28,6.46,6.65,6.74,6.87,7.14,7.04
07/24/1996,5.31,5.53,5.86,6.26,6.46,6.63,6.76,6.87,7.15,7.04
07/23/1996,5.30,5.52,5.85,6.23,6.42,6.60,6.70,6.80,7.08,6.97
07/22/1996,5.30,5.53,5.86,6.23,6.43,6.62,6.73,6.84,7.12,7.01
07/19/1996,5.28,5.50,5.81,6.18,6.35,6.55,6.67,6.78,7.08,6.97
07/18/1996,5.25,5.46,5.79,6.16,6.32,6.50,6.61,6.72,7.02,6.92
07/17/1996,5.26,5.49,5.79,6.23,6.43,6.61,6.75,6.83,7.14,7.02
07/16/1996,5.27,5.49,5.77,6.23,6.42,6.61,6.74,6.84,7.14,7.03
07/15/1996,5.32,5.57,5.86,6.32,6.50,6.67,6.79,6.89,7.18,7.07
07/12/1996,5.28,5.52,5.84,6.26,6.45,6.65,6.76,6.85,7.15,7.03
07/11/1996,5.26,5.53,5.85,6.28,6.47,6.67,6.81,6.90,7.19,7.07
07/10/1996,5.29,5.57,5.89,6.34,6.52,6.71,6.85,6.95,7.22,7.10
07/09/1996,5.34,5.63,5.95,6.41,6.61,6.78,6.92,7.00,7.27,7.15
07/08/1996,5.35,5.65,5.98,6.43,6.62,6.81,6.95,7.05,7.32,7.19
07/05/1996,5.31,5.60,5.97,6.44,6.62,6.82,6.95,7.06,7.31,7.19
07/03/1996,5.24,5.43,5.75,6.20,6.36,6.53,6.67,6.78,7.06,6.94
07/02/1996,5.32,5.49,5.80,6.22,6.40,6.56,6.67,6.80,7.06,6.94
07/01/1996,5.27,5.43,5.74,6.15,6.33,6.49,6.61,6.74,7.03,6.91
06/28/1996,5.18,5.37,5.70,6.11,6.30,6.47,6.61,6.73,7.03,6.90
06/27/1996,5.20,5.42,5.77,6.21,6.41,6.59,6.72,6.83,7.13,6.99
06/26/1996,5.24,5.45,5.83,6.30,6.49,6.67,6.80,6.91,7.19,7.05
06/25/1996,5.24,5.44,5.82,6.30,6.50,6.70,6.82,6.91,7.20,7.06
06/24/1996,5.23,5.44,5.83,6.32,6.52,6.72,6.86,6.94,7.24,7.09
06/21/1996,5.26,5.48,5.84,6.35,6.52,6.74,6.87,6.96,7.25,7.11
06/20/1996,5.26,5.48,5.87,6.38,6.55,6.77,6.89,6.98,7.27,7.12
06/19/1996,5.23,5.46,5.81,6.31,6.50,6.74,6.89,6.96,7.27,7.12
06/18/1996,5.21,5.46,5.78,6.28,6.48,6.71,6.87,6.93,7.25,7.09
06/17/1996,5.19,5.46,5.78,6.27,6.47,6.68,6.82,6.90,7.22,7.06
06/14/1996,5.21,5.48,5.80,6.29,6.49,6.72,6.87,6.95,7.26,7.10
06/13/1996,5.24,5.51,5.85,6.36,6.56,6.80,6.95,7.01,7.32,7.15
06/12/1996,5.26,5.53,5.88,6.39,6.59,6.81,6.99,7.03,7.35,7.18
06/11/1996,5.27,5.53,5.87,6.37,6.56,6.77,6.94,6.99,7.31,7.13
06/10/1996,5.29,5.56,5.88,6.40,6.58,6.77,6.91,6.97,7.28,7.10
06/07/1996,5.26,5.53,5.86,6.40,6.56,6.75,6.87,6.93,7.22,7.05
06/06/1996,5.21,5.40,5.71,6.16,6.32,6.52,6.67,6.76,7.08,6.91
06/05/1996,5.22,5.41,5.76,6.24,6.43,6.60,6.75,6.82,7.14,6.96
06/04/1996,5.20,5.42,5.78,6.24,6.44,6.62,6.78,6.86,7.18,7.00
06/03/1996,5.23,5.41,5.78,6.26,6.43,6.64,6.80,6.87,7.19,7.01
05/31/1996,5.18,5.36,5.77,6.27,6.44,6.64,6.78,6.85,7.17,7.00
05/30/1996,5.18,5.35,5.71,6.18,6.36,6.55,6.70,6.78,7.08,6.92
05/29/1996,5.18,5.36,5.70,6.16,6.33,6.56,6.69,6.77,7.10,6.94
05/28/1996,5.17,5.34,5.63,6.05,6.23,6.44,6.58,6.67,7.02,6.85
05/24/1996,5.18,5.33,5.61,6.03,6.20,6.42,6.58,6.65,7.01,6.84
05/23/1996,5.18,5.34,5.63,6.05,6.23,6.44,6.60,6.68,7.05,6.87
05/22/1996,5.18,5.32,5.56,6.03,6.19,6.38,6.55,6.63,6.99,6.81
05/21/1996,5.18,5.32,5.57,6.03,6.19,6.41,6.58,6.65,7.04,6.85
05/20/1996,5.17,5.32,5.56,6.02,6.18,6.38,6.54,6.62,7.01,6.82
05/17/1996,5.15,5.33,5.58,6.04,6.20,6.41,6.58,6.65,7.03,6.84
05/16/1996,5.15,5.33,5.60,6.08,6.25,6.45,6.63,6.70,7.08,6.90
05/15/1996,5.13,5.31,5.58,6.01,6.18,6.39,6.56,6.65,7.03,6.84
05/14/1996,5.14,5.31,5.58,6.01,6.19,6.40,6.58,6.66,7.04,6.85
05/13/1996,5.16,5.34,5.62,6.06,6.25,6.45,6.64,6.72,7.09,6.90
05/10/1996,5.13,5.31,5.62,6.04,6.23,6.45,6.65,6.75,7.12,6.93
05/09/1996,5.13,5.32,5.68,6.14,6.35,6.57,6.76,6.84,7.21,7.02
05/08/1996,5.13,5.31,5.66,6.15,6.35,6.56,6.74,6.78,7.19,7.00
05/07/1996,5.14,5.36,5.71,6.20,6.38,6.60,6.80,6.87,7.27,7.08
05/06/1996,5.14,5.35,5.66,6.15,6.34,6.57,6.77,6.86,7.25,7.07
05/03/1996,5.14,5.34,5.69,6.20,6.37,6.61,6.81,6.90,7.29,7.12
05/02/1996,5.13,5.34,5.69,6.16,6.34,6.56,6.75,6.85,7.21,7.05
05/01/1996,5.11,5.29,5.60,6.03,6.19,6.39,6.58,6.68,7.08,6.91
04/30/1996,5.14,5.30,5.62,6.03,6.19,6.40,6.58,6.66,7.06,6.89
04/29/1996,5.14,5.28,5.57,5.98,6.13,6.33,6.51,6.59,7.00,6.83
04/26/1996,5.11,5.23,5.55,5.92,6.08,6.29,6.47,6.54,6.96,6.79
04/25/1996,5.09,5.24,5.57,5.99,6.15,6.31,6.49,6.56,7.01,6.81
04/24/1996,5.13,5.24,5.51,5.95,6.13,6.34,6.51,6.57,7.01,6.81
04/23/1996,5.10,5.23,5.48,5.93,6.10,6.31,6.47,6.52,6.97,6.78
04/22/1996,5.09,5.22,5.48,5.92,6.06,6.28,6.44,6.48,6.95,6.75
04/19/1996,5.01,5.24,5.50,5.95,6.10,6.32,6.48,6.53,7.00,6.80
04/18/1996,4.98,5.26,5.56,6.02,6.18,6.39,6.56,6.58,7.02,6.84
04/17/1996,4.96,5.24,5.53,5.96,6.12,6.33,6.49,6.52,6.99,6.81
04/16/1996,4.95,5.21,5.48,5.91,6.06,6.28,6.46,6.48,6.95,6.78
04/15/1996,4.97,5.21,5.47,5.93,6.07,6.27,6.46,6.47,6.98,6.79
04/12/1996,5.07,5.28,5.53,5.96,6.12,6.31,6.49,6.52,7.00,6.81
04/11/1996,5.08,5.32,5.65,6.12,6.33,6.50,6.68,6.68,7.15,6.95
04/10/1996,5.08,5.31,5.64,6.10,6.24,6.44,6.63,6.63,7.10,6.91
04/09/1996,5.10,5.32,5.60,6.06,6.21,6.37,6.56,6.56,7.04,6.84
04/08/1996,5.16,5.39,5.67,6.11,6.27,6.46,6.62,6.63,7.07,6.88
04/05/1996,5.15,5.36,5.63,6.09,6.22,6.40,6.57,6.57,7.01,6.83
04/04/1996,5.11,5.25,5.48,5.83,5.95,6.12,6.32,6.33,6.83,6.66
04/03/1996,5.15,5.25,5.46,5.77,5.89,6.06,6.26,6.27,6.80,6.63
04/02/1996,5.16,5.25,5.44,5.74,5.86,6.02,6.23,6.25,6.77,6.62
04/01/1996,5.20,5.26,5.41,5.79,5.91,6.09,6.28,6.31,6.82,6.66
03/29/1996,5.13,5.20,5.41,5.79,5.91,6.10,6.30,6.34,6.83,6.67
03/28/1996,5.19,5.23,5.48,5.88,5.99,6.20,6.38,6.41,6.90,6.73
03/27/1996,5.17,5.19,5.45,5.81,5.93,6.12,6.30,6.34,6.84,6.68
03/26/1996,5.13,5.18,5.38,5.72,5.82,6.00,6.19,6.25,6.73,6.59
03/25/1996,5.13,5.16,5.38,5.69,5.81,6.00,6.20,6.26,6.74,6.58
03/22/1996,5.10,5.22,5.41,5.74,5.85,6.05,6.26,6.32,6.80,6.65
03/21/1996,5.07,5.21,5.40,5.72,5.82,6.01,6.23,6.28,6.78,6.62
03/20/1996,5.16,5.22,5.41,5.76,5.86,6.05,6.26,6.34,6.81,6.65
03/19/1996,5.19,5.26,5.47,5.85,5.99,6.15,6.35,6.41,6.86,6.70
03/18/1996,5.17,5.27,5.51,5.89,6.02,6.16,6.38,6.43,6.86,6.71
03/15/1996,5.14,5.24,5.51,5.87,6.01,6.19,6.40,6.46,6.90,6.75
03/14/1996,5.11,5.16,5.38,5.70,5.84,6.03,6.28,6.36,6.83,6.68
03/13/1996,5.09,5.18,5.39,5.73,5.86,6.03,6.28,6.35,6.83,6.68
03/12/1996,5.09,5.19,5.41,5.78,5.92,6.04,6.28,6.36,6.79,6.66
03/11/1996,5.09,5.18,5.38,5.71,5.86,6.00,6.24,6.33,6.76,6.63
03/08/1996,5.01,5.20,5.39,5.73,5.88,6.05,6.28,6.41,6.84,6.70
03/07/1996,5.03,5.06,5.14,5.40,5.53,5.71,5.96,6.07,6.56,6.46
03/06/1996,5.03,5.05,5.13,5.36,5.48,5.68,5.93,6.05,6.54,6.44
03/05/1996,5.02,5.01,5.07,5.28,5.40,5.60,5.84,5.96,6.48,6.39
03/04/1996,5.02,4.98,5.02,5.21,5.32,5.52,5.78,5.92,6.43,6.34
03/01/1996,4.98,4.94,5.07,5.26,5.40,5.60,5.86,5.99,6.48,6.38
02/29/1996,5.02,5.05,5.23,5.44,5.56,5.73,5.99,6.13,6.57,6.48
02/28/1996,5.01,5.05,5.22,5.43,5.51,5.73,5.97,6.11,6.58,6.48
02/27/1996,5.01,5.02,5.12,5.28,5.41,5.63,5.90,6.06,6.56,6.47
02/26/1996,4.98,4.98,5.05,5.18,5.33,5.56,5.85,6.01,6.54,6.45
02/23/1996,4.97,4.99,5.02,5.13,5.29,5.53,5.82,5.97,6.50,6.42
02/22/1996,4.95,4.98,4.99,5.11,5.23,5.47,5.76,5.92,6.43,6.36
02/21/1996,4.96,5.03,5.05,5.16,5.30,5.56,5.81,5.98,6.47,6.39
02/20/1996,4.99,5.09,5.09,5.18,5.30,5.53,5.83,6.01,6.45,6.39
02/16/1996,4.89,4.90,4.84,4.90,5.01,5.29,5.58,5.76,6.27,6.23
02/15/1996,4.92,4.92,4.84,4.87,4.95,5.23,5.50,5.70,6.22,6.16
02/14/1996,4.94,4.90,4.80,4.82,4.91,5.17,5.43,5.62,6.13,6.07
02/13/1996,4.93,4.86,4.79,4.80,4.89,5.14,5.39,5.58,6.08,6.02
02/12/1996,4.93,4.90,4.80,4.83,4.94,5.17,5.42,5.61,6.10,6.05
02/09/1996,4.93,4.91,4.82,4.85,4.98,5.25,5.49,5.66,6.17,6.11
02/08/1996,4.92,4.93,4.84,4.90,5.01,5.27,5.51,5.66,6.17,6.09
02/07/1996,4.94,4.95,4.86,4.92,5.03,5.27,5.51,5.66,6.17,6.15
02/06/1996,4.98,4.97,4.87,4.93,5.03,5.28,5.50,5.68,6.15,6.14
02/05/1996,5.00,4.98,4.88,4.95,5.09,5.30,5.54,5.70,6.17,6.15
02/02/1996,4.99,4.94,4.85,4.90,5.04,5.24,5.49,5.66,6.16,6.15
02/01/1996,5.03,4.98,4.88,4.93,5.05,5.24,5.47,5.63,6.11,6.08
01/31/1996,5.05,4.97,4.90,4.93,5.06,5.25,5.46,5.60,6.07,6.03
01/30/1996,5.14,5.05,4.98,5.02,5.13,5.30,5.51,5.63,6.08,6.04
01/29/1996,5.17,5.12,5.05,5.10,5.21,5.37,5.56,5.69,6.14,6.09
01/26/1996,5.11,5.11,5.02,5.08,5.18,5.34,5.54,5.65,6.10,6.04
01/25/1996,5.12,5.12,5.06,5.11,5.23,5.41,5.58,5.70,6.16,6.11
01/24/1996,5.12,5.10,5.03,5.07,5.16,5.30,5.50,5.62,6.08,6.02
01/23/1996,5.12,5.11,5.06,5.09,5.18,5.37,5.55,5.66,6.14,6.09
01/22/1996,5.14,5.10,5.06,5.08,5.17,5.34,5.50,5.61,6.09,6.04
01/19/1996,5.10,5.06,5.02,5.03,5.10,5.27,5.43,5.54,6.02,5.97
01/18/1996,5.11,5.02,5.01,5.01,5.09,5.25,5.42,5.53,6.03,5.98
01/17/1996,5.14,5.05,5.04,5.05,5.14,5.29,5.46,5.58,6.05,6.00
01/16/1996,5.14,5.08,5.06,5.08,5.19,5.37,5.55,5.66,6.14,6.09
01/12/1996,5.18,5.18,5.14,5.17,5.26,5.40,5.64,5.75,6.22,6.16
01/11/1996,5.19,5.19,5.16,5.22,5.31,5.47,5.67,5.78,6.22,6.16
01/10/1996,5.19,5.19,5.19,5.22,5.33,5.50,5.67,5.80,6.23,6.16
01/09/1996,5.18,5.20,5.16,5.18,5.27,5.41,5.58,5.70,6.12,6.06
01/08/1996,5.18,5.22,5.19,5.20,5.27,5.41,5.56,5.68,6.10,6.04
01/05/1996,5.19,5.22,5.19,5.20,5.29,5.42,5.59,5.69,6.11,6.05
01/04/1996,5.19,5.23,5.19,5.17,5.26,5.39,5.55,5.65,6.08,6.03
01/03/1996,5.20,5.22,5.16,5.17,5.21,5.36,5.49,5.58,6.01,5.96
01/02/1996,5.20,5.25,5.17,5.18,5.26,5.39,5.51,5.60,6.03,5.97
