Date,"3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
12/02/1997,5.26,5.41,5.56,5.78,5.80,5.83,5.88,5.86,6.11,6.03
12/01/1997,5.27,5.42,5.56,5.78,5.80,5.83,5.88,5.86,6.13,6.04
11/28/1997,5.22,5.43,5.52,5.76,5.80,5.83,5.89,5.86,6.12,6.04
11/26/1997,5.26,5.42,5.50,5.74,5.77,5.82,5.89,5.86,6.14,6.06
11/25/1997,5.30,5.46,5.49,5.71,5.75,5.80,5.87,5.85,6.15,6.06
11/24/1997,5.29,5.43,5.47,5.71,5.75,5.81,5.88,5.86,6.17,6.08
11/21/1997,5.25,5.35,5.43,5.68,5.70,5.77,5.84,5.82,6.13,6.04
11/20/1997,5.28,5.39,5.49,5.73,5.74,5.80,5.87,5.84,6.14,6.05
11/19/1997,5.28,5.38,5.47,5.70,5.72,5.77,5.84,5.82,6.12,6.03
11/18/1997,5.31,5.39,5.48,5.71,5.74,5.80,5.88,5.85,6.18,6.07
11/17/1997,5.31,5.38,5.45,5.70,5.74,5.79,5.88,5.85,6.18,6.07
11/14/1997,5.27,5.36,5.43,5.70,5.74,5.80,5.90,5.86,6.19,6.09
11/13/1997,5.27,5.37,5.42,5.70,5.75,5.79,5.90,5.87,6.21,6.11
11/12/1997,5.30,5.37,5.43,5.70,5.76,5.81,5.92,5.89,6.23,6.13
11/10/1997,5.32,5.39,5.46,5.73,5.78,5.82,5.94,5.91,6.25,6.15
11/07/1997,5.31,5.33,5.42,5.71,5.77,5.81,5.92,5.90,6.25,6.14
11/06/1997,5.31,5.31,5.42,5.70,5.76,5.79,5.92,5.90,6.25,6.15
11/05/1997,5.27,5.32,5.45,5.73,5.78,5.84,5.97,5.95,6.30,6.24
11/04/1997,5.25,5.35,5.46,5.73,5.77,5.83,5.98,5.95,6.30,6.25
11/03/1997,5.26,5.35,5.44,5.69,5.77,5.79,5.94,5.91,6.27,6.21
10/31/1997,5.21,5.32,5.36,5.63,5.70,5.72,5.87,5.84,6.21,6.15
10/30/1997,5.17,5.25,5.33,5.61,5.70,5.73,5.88,5.84,6.23,6.17
10/29/1997,5.19,5.26,5.35,5.67,5.74,5.78,5.95,5.91,6.28,6.23
10/28/1997,5.25,5.33,5.41,5.74,5.80,5.89,6.00,5.98,6.33,6.29
10/27/1997,5.08,5.22,5.29,5.62,5.70,5.79,5.94,5.91,6.29,6.24
10/24/1997,5.15,5.35,5.46,5.79,5.86,5.94,6.05,6.01,6.35,6.30
10/23/1997,5.13,5.35,5.48,5.79,5.86,5.95,6.07,6.04,6.39,6.33
10/22/1997,5.16,5.41,5.58,5.91,5.97,6.06,6.17,6.12,6.48,6.41
10/21/1997,5.07,5.38,5.57,5.92,5.98,6.07,6.18,6.14,6.49,6.42
10/20/1997,5.09,5.36,5.56,5.90,5.97,6.07,6.18,6.15,6.49,6.42
10/17/1997,5.06,5.33,5.56,5.91,5.98,6.08,6.19,6.17,6.51,6.44
10/16/1997,5.07,5.32,5.51,5.84,5.90,6.00,6.12,6.09,6.45,6.39
10/15/1997,5.06,5.34,5.52,5.84,5.90,6.00,6.13,6.10,6.45,6.39
10/14/1997,5.08,5.34,5.50,5.81,5.87,5.97,6.09,6.07,6.42,6.36
10/10/1997,5.14,5.32,5.54,5.86,5.92,6.03,6.17,6.15,6.49,6.44
10/09/1997,5.14,5.30,5.48,5.80,5.86,5.98,6.10,6.09,6.43,6.38
10/08/1997,5.09,5.25,5.46,5.79,5.85,5.96,6.09,6.08,6.41,6.37
10/07/1997,5.06,5.19,5.38,5.67,5.73,5.82,5.95,5.94,6.29,6.24
10/06/1997,5.08,5.22,5.40,5.68,5.75,5.85,5.97,5.96,6.31,6.27
10/03/1997,5.03,5.22,5.42,5.72,5.79,5.89,6.02,6.01,6.35,6.30
10/02/1997,5.07,5.25,5.44,5.73,5.80,5.91,6.02,6.01,6.36,6.31
10/01/1997,5.10,5.27,5.44,5.75,5.83,5.93,6.05,6.04,6.38,6.33
09/30/1997,5.06,5.28,5.47,5.80,5.88,6.00,6.11,6.12,6.47,6.41
09/29/1997,5.07,5.30,5.47,5.80,5.88,5.99,6.09,6.10,6.44,6.39
09/26/1997,4.99,5.18,5.47,5.80,5.89,5.99,6.08,6.08,6.43,6.37
09/25/1997,4.93,5.17,5.50,5.85,5.93,6.04,6.13,6.13,6.47,6.40
09/24/1997,4.94,5.15,5.46,5.78,5.86,5.97,6.04,6.04,6.38,6.32
09/23/1997,5.02,5.21,5.48,5.80,5.89,6.02,6.09,6.10,6.44,6.38
09/22/1997,5.02,5.22,5.46,5.79,5.86,5.99,6.05,6.06,6.41,6.35
09/19/1997,5.06,5.27,5.48,5.81,5.89,6.01,6.08,6.09,6.44,6.38
09/18/1997,5.10,5.27,5.47,5.81,5.90,6.02,6.10,6.11,6.46,6.40
09/17/1997,5.10,5.29,5.46,5.79,5.88,5.99,6.08,6.10,6.45,6.39
09/16/1997,5.09,5.28,5.47,5.81,5.88,6.00,6.09,6.11,6.47,6.41
09/15/1997,5.08,5.31,5.54,5.93,6.02,6.17,6.28,6.28,6.65,6.58
09/12/1997,5.10,5.32,5.54,5.93,6.03,6.17,6.28,6.29,6.66,6.59
09/11/1997,5.13,5.36,5.59,6.00,6.11,6.27,6.38,6.39,6.75,6.68
09/10/1997,5.11,5.35,5.61,6.00,6.10,6.26,6.36,6.37,6.71,6.66
09/09/1997,5.16,5.35,5.60,5.98,6.09,6.24,6.33,6.34,6.70,6.63
09/08/1997,5.16,5.37,5.61,5.98,6.09,6.23,6.33,6.33,6.68,6.62
09/05/1997,5.17,5.38,5.58,5.98,6.09,6.24,6.36,6.37,6.72,6.65
09/04/1997,5.14,5.38,5.60,5.98,6.09,6.22,6.33,6.33,6.67,6.61
09/03/1997,5.14,5.38,5.57,5.96,6.07,6.21,6.33,6.33,6.67,6.60
09/02/1997,5.21,5.39,5.57,5.94,6.06,6.20,6.30,6.31,6.65,6.58
08/29/1997,5.24,5.39,5.59,5.97,6.10,6.22,6.33,6.34,6.69,6.61
08/28/1997,5.24,5.38,5.56,5.94,6.06,6.18,6.29,6.30,6.64,6.57
08/27/1997,5.28,5.40,5.60,6.01,6.13,6.23,6.37,6.38,6.74,6.66
08/26/1997,5.28,5.39,5.60,5.99,6.12,6.24,6.37,6.38,6.74,6.66
08/25/1997,5.28,5.39,5.60,6.01,6.12,6.25,6.38,6.39,6.75,6.67
08/22/1997,5.25,5.34,5.57,5.98,6.09,6.21,6.36,6.38,6.75,6.67
08/21/1997,5.27,5.37,5.57,5.95,6.05,6.15,6.30,6.30,6.68,6.60
08/20/1997,5.24,5.36,5.53,5.88,6.00,6.10,6.24,6.24,6.61,6.54
08/19/1997,5.25,5.35,5.51,5.85,5.97,6.07,6.21,6.21,6.59,6.51
08/18/1997,5.23,5.35,5.50,5.82,5.94,6.06,6.21,6.21,6.60,6.53
08/15/1997,5.29,5.38,5.53,5.87,6.00,6.10,6.27,6.27,6.65,6.57
08/14/1997,5.34,5.42,5.57,5.92,6.03,6.13,6.27,6.27,6.65,6.56
08/13/1997,5.32,5.43,5.60,5.95,6.09,6.19,6.36,6.36,6.72,6.64
08/12/1997,5.31,5.46,5.63,6.00,6.14,6.22,6.39,6.39,6.75,6.66
08/11/1997,5.31,5.45,5.63,5.99,6.13,6.20,6.35,6.36,6.72,6.64
08/08/1997,5.29,5.45,5.60,6.02,6.15,6.23,6.37,6.38,6.74,6.64
08/07/1997,5.30,5.45,5.54,5.93,6.05,6.14,6.24,6.24,6.58,6.51
08/06/1997,5.29,5.43,5.53,5.91,6.03,6.11,6.20,6.21,6.53,6.48
08/05/1997,5.29,5.43,5.55,5.93,6.04,6.13,6.22,6.23,6.55,6.49
08/04/1997,5.29,5.41,5.53,5.91,6.02,6.12,6.20,6.23,6.54,6.48
08/01/1997,5.28,5.40,5.52,5.89,5.99,6.08,6.17,6.20,6.52,6.46
07/31/1997,5.25,5.33,5.45,5.74,5.81,5.90,5.99,6.02,6.35,6.30
07/30/1997,5.24,5.34,5.46,5.76,5.85,5.95,6.03,6.05,6.39,6.33
07/29/1997,5.24,5.34,5.47,5.79,5.88,6.00,6.08,6.11,6.43,6.38
07/28/1997,5.24,5.37,5.52,5.86,5.96,6.06,6.14,6.16,6.49,6.43
07/25/1997,5.24,5.36,5.53,5.87,5.97,6.08,6.16,6.18,6.51,6.45
07/24/1997,5.23,5.35,5.52,5.87,5.95,6.06,6.13,6.16,6.49,6.43
07/23/1997,5.20,5.34,5.52,5.85,5.95,6.06,6.13,6.14,6.48,6.42
07/22/1997,5.18,5.36,5.52,5.90,5.94,6.07,6.13,6.15,6.50,6.43
07/21/1997,5.27,5.39,5.61,5.94,6.05,6.18,6.25,6.27,6.61,6.55
07/18/1997,5.24,5.36,5.59,5.91,6.02,6.16,6.23,6.24,6.58,6.52
07/17/1997,5.18,5.33,5.57,5.87,5.99,6.11,6.18,6.19,6.54,6.49
07/16/1997,5.17,5.32,5.51,5.87,5.99,6.11,6.18,6.20,6.54,6.48
07/15/1997,5.22,5.32,5.56,5.92,6.05,6.16,6.25,6.26,6.60,6.55
07/14/1997,5.22,5.33,5.56,5.94,6.05,6.16,6.24,6.26,6.61,6.55
07/11/1997,5.14,5.31,5.52,5.89,6.01,6.13,6.22,6.23,6.58,6.53
07/10/1997,5.15,5.32,5.53,5.91,6.02,6.15,6.24,6.26,6.61,6.56
07/09/1997,5.11,5.30,5.53,5.90,6.02,6.15,6.23,6.25,6.60,6.56
07/08/1997,5.12,5.30,5.55,5.92,6.05,6.17,6.26,6.27,6.63,6.59
07/07/1997,5.12,5.28,5.55,5.92,6.04,6.17,6.26,6.27,6.63,6.58
07/03/1997,5.14,5.26,5.57,5.93,6.07,6.20,6.29,6.31,6.67,6.63
07/02/1997,5.20,5.33,5.64,6.02,6.17,6.30,6.40,6.42,6.78,6.72
07/01/1997,5.18,5.31,5.64,6.02,6.19,6.33,6.42,6.45,6.80,6.74
06/30/1997,5.25,5.34,5.67,6.08,6.25,6.40,6.49,6.51,6.86,6.80
06/27/1997,5.15,5.26,5.62,6.03,6.20,6.35,6.43,6.46,6.82,6.75
06/26/1997,5.17,5.26,5.63,6.05,6.24,6.36,6.47,6.50,6.86,6.78
06/25/1997,5.07,5.26,5.67,6.05,6.19,6.34,6.44,6.45,6.80,6.74
06/24/1997,5.07,5.28,5.66,6.03,6.18,6.31,6.38,6.42,6.76,6.70
06/23/1997,5.06,5.27,5.66,6.04,6.17,6.30,6.37,6.40,6.76,6.69
06/20/1997,5.08,5.31,5.63,6.02,6.14,6.27,6.37,6.37,6.72,6.65
06/19/1997,5.08,5.31,5.65,6.04,6.17,6.29,6.38,6.40,6.76,6.68
06/18/1997,5.03,5.30,5.66,6.02,6.17,6.29,6.38,6.40,6.77,6.69
06/17/1997,5.05,5.31,5.66,6.05,6.18,6.31,6.39,6.43,6.78,6.72
06/16/1997,5.03,5.30,5.65,6.02,6.15,6.28,6.38,6.40,6.76,6.70
06/13/1997,5.00,5.34,5.65,6.03,6.18,6.30,6.39,6.43,6.79,6.73
06/12/1997,4.97,5.35,5.68,6.07,6.21,6.35,6.44,6.48,6.84,6.77
06/11/1997,4.98,5.40,5.75,6.19,6.32,6.45,6.52,6.56,6.90,6.83
06/10/1997,5.05,5.41,5.75,6.17,6.32,6.46,6.54,6.57,6.91,6.84
06/09/1997,5.06,5.40,5.75,6.15,6.31,6.44,6.51,6.55,6.90,6.83
06/06/1997,5.07,5.38,5.71,6.12,6.25,6.39,6.46,6.51,6.85,6.78
06/05/1997,5.11,5.41,5.76,6.20,6.33,6.49,6.57,6.62,6.95,6.88
06/04/1997,5.09,5.40,5.77,6.20,6.33,6.49,6.56,6.62,6.95,6.88
06/03/1997,5.05,5.40,5.77,6.20,6.33,6.49,6.56,6.63,6.94,6.88
06/02/1997,5.07,5.42,5.78,6.23,6.36,6.52,6.59,6.66,6.98,6.90
05/30/1997,4.96,5.46,5.78,6.22,6.37,6.51,6.61,6.67,6.99,6.92
05/29/1997,5.03,5.46,5.84,6.30,6.45,6.61,6.69,6.75,7.06,6.99
05/28/1997,5.18,5.48,5.91,6.34,6.48,6.65,6.74,6.80,7.11,7.03
05/27/1997,5.18,5.50,5.89,6.30,6.47,6.64,6.73,6.79,7.12,7.03
05/23/1997,5.18,5.46,5.85,6.25,6.41,6.59,6.68,6.74,7.07,6.99
05/22/1997,5.18,5.47,5.87,6.27,6.44,6.61,6.69,6.76,7.08,7.00
05/21/1997,5.12,5.50,5.81,6.25,6.40,6.57,6.67,6.74,7.06,6.97
05/20/1997,5.39,5.53,5.83,6.25,6.40,6.54,6.64,6.70,7.01,6.92
05/19/1997,5.38,5.62,5.89,6.28,6.42,6.57,6.66,6.71,7.00,6.92
05/16/1997,5.20,5.57,5.87,6.28,6.41,6.55,6.64,6.70,7.00,6.91
05/15/1997,5.13,5.54,5.84,6.25,6.39,6.52,6.61,6.67,6.96,6.88
05/14/1997,5.19,5.52,5.86,6.26,6.41,6.54,6.64,6.68,6.98,6.90
05/13/1997,5.24,5.55,5.88,6.30,6.44,6.60,6.67,6.71,7.01,6.92
05/12/1997,5.24,5.55,5.85,6.23,6.37,6.50,6.60,6.65,6.96,6.88
05/09/1997,5.19,5.48,5.86,6.24,6.40,6.51,6.62,6.67,6.97,6.89
05/08/1997,5.21,5.55,5.93,6.33,6.47,6.59,6.68,6.72,7.01,6.92
05/07/1997,5.22,5.57,5.95,6.36,6.51,6.63,6.72,6.76,7.05,6.96
05/06/1997,5.21,5.59,5.90,6.29,6.39,6.56,6.63,6.67,6.98,6.89
05/05/1997,5.22,5.57,5.88,6.28,6.41,6.54,6.63,6.67,6.99,6.90
05/02/1997,5.24,5.56,5.88,6.26,6.40,6.54,6.63,6.68,6.99,6.90
05/01/1997,5.24,5.55,5.89,6.27,6.41,6.55,6.65,6.69,7.02,6.93
04/30/1997,5.28,5.53,5.90,6.29,6.42,6.57,6.68,6.72,7.05,6.95
04/29/1997,5.34,5.53,5.92,6.34,6.49,6.64,6.75,6.77,7.09,6.99
04/28/1997,5.35,5.68,6.06,6.51,6.66,6.81,6.90,6.92,7.23,7.12
04/25/1997,5.31,5.65,6.08,6.54,6.70,6.83,6.92,6.94,7.25,7.14
04/24/1997,5.32,5.63,6.05,6.52,6.68,6.83,6.92,6.93,7.23,7.13
04/23/1997,5.37,5.62,6.00,6.47,6.63,6.78,6.86,6.89,7.20,7.09
04/22/1997,5.36,5.59,5.97,6.43,6.59,6.73,6.81,6.84,7.16,7.05
04/21/1997,5.36,5.61,5.97,6.46,6.61,6.76,6.85,6.87,7.20,7.09
04/18/1997,5.29,5.63,5.94,6.42,6.57,6.73,6.81,6.84,7.17,7.06
04/17/1997,5.29,5.64,5.96,6.44,6.60,6.75,6.84,6.86,7.18,7.07
04/16/1997,5.29,5.63,5.99,6.49,6.64,6.79,6.88,6.90,7.22,7.11
04/15/1997,5.31,5.62,5.99,6.45,6.62,6.76,6.87,6.88,7.21,7.10
04/14/1997,5.30,5.61,6.04,6.54,6.70,6.86,6.95,6.98,7.29,7.17
04/11/1997,5.31,5.66,6.04,6.53,6.69,6.85,6.95,6.98,7.29,7.17
04/10/1997,5.29,5.62,5.99,6.46,6.61,6.78,6.88,6.91,7.22,7.11
04/09/1997,5.24,5.59,5.98,6.44,6.60,6.77,6.88,6.91,7.22,7.11
04/08/1997,5.25,5.56,5.98,6.44,6.61,6.76,6.87,6.91,7.23,7.11
04/07/1997,5.26,5.55,5.97,6.41,6.57,6.73,6.84,6.87,7.20,7.08
04/04/1997,5.29,5.56,5.98,6.44,6.61,6.78,6.90,6.92,7.25,7.14
04/03/1997,5.27,5.52,5.95,6.40,6.55,6.72,6.84,6.86,7.19,7.08
04/02/1997,5.30,5.53,5.98,6.42,6.58,6.73,6.85,6.88,7.20,7.08
04/01/1997,5.32,5.53,6.00,6.42,6.58,6.74,6.87,6.90,7.21,7.09
03/31/1997,5.35,5.55,6.02,6.45,6.60,6.77,6.89,6.92,7.22,7.10
03/27/1997,5.37,5.60,6.02,6.45,6.61,6.76,6.88,6.90,7.20,7.09
03/26/1997,5.35,5.59,5.97,6.38,6.52,6.66,6.76,6.80,7.11,7.00
03/25/1997,5.44,5.60,5.91,6.33,6.48,6.63,6.72,6.75,7.07,6.95
03/24/1997,5.40,5.55,5.87,6.29,6.45,6.58,6.69,6.72,7.06,6.94
03/21/1997,5.41,5.59,5.88,6.29,6.46,6.61,6.70,6.74,7.08,6.96
03/20/1997,5.34,5.55,5.83,6.27,6.45,6.61,6.70,6.75,7.09,6.97
03/19/1997,5.29,5.50,5.79,6.24,6.41,6.58,6.70,6.74,7.10,6.99
03/18/1997,5.25,5.48,5.77,6.22,6.38,6.56,6.68,6.72,7.08,6.96
03/17/1997,5.25,5.48,5.77,6.22,6.38,6.55,6.67,6.72,7.08,6.96
03/14/1997,5.24,5.43,5.74,6.18,6.35,6.53,6.66,6.71,7.07,6.95
03/13/1997,5.26,5.45,5.76,6.21,6.38,6.55,6.68,6.72,7.09,6.98
03/12/1997,5.21,5.40,5.71,6.12,6.27,6.43,6.56,6.60,6.98,6.87
03/11/1997,5.18,5.38,5.68,6.09,6.25,6.40,6.53,6.57,6.96,6.84
03/10/1997,5.20,5.40,5.70,6.10,6.25,6.40,6.52,6.56,6.94,6.83
03/07/1997,5.22,5.40,5.68,6.10,6.25,6.39,6.52,6.57,6.93,6.83
03/06/1997,5.23,5.43,5.72,6.15,6.29,6.45,6.58,6.62,6.99,6.89
03/05/1997,5.21,5.41,5.71,6.13,6.27,6.43,6.55,6.60,6.96,6.85
03/04/1997,5.25,5.40,5.70,6.11,6.27,6.44,6.55,6.60,6.97,6.86
03/03/1997,5.24,5.39,5.68,6.11,6.25,6.41,6.53,6.58,6.94,6.83
02/28/1997,5.22,5.39,5.67,6.09,6.23,6.39,6.50,6.56,6.91,6.80
02/27/1997,5.22,5.35,5.66,6.09,6.23,6.40,6.50,6.58,6.92,6.82
02/26/1997,5.22,5.30,5.64,6.06,6.21,6.37,6.48,6.56,6.90,6.80
02/25/1997,5.13,5.24,5.52,5.90,6.04,6.20,6.31,6.40,6.76,6.66
02/24/1997,5.16,5.23,5.50,5.89,6.02,6.19,6.30,6.39,6.76,6.66
02/21/1997,5.09,5.23,5.48,5.85,5.98,6.16,6.27,6.36,6.74,6.63
02/20/1997,5.10,5.23,5.49,5.85,5.99,6.17,6.30,6.38,6.74,6.64
02/19/1997,5.11,5.24,5.46,5.82,5.93,6.10,6.21,6.30,6.67,6.57
02/18/1997,5.12,5.24,5.46,5.80,5.92,6.08,6.19,6.28,6.65,6.55
02/14/1997,5.10,5.17,5.45,5.79,5.91,6.07,6.18,6.28,6.64,6.53
02/13/1997,5.13,5.21,5.48,5.83,5.97,6.12,6.23,6.32,6.69,6.58
02/12/1997,5.16,5.26,5.52,5.90,6.04,6.19,6.31,6.39,6.78,6.72
02/11/1997,5.14,5.28,5.52,5.88,6.01,6.18,6.30,6.43,6.77,6.71
02/10/1997,5.17,5.29,5.50,5.87,6.00,6.16,6.29,6.43,6.77,6.71
02/07/1997,5.14,5.26,5.49,5.86,6.00,6.17,6.32,6.43,6.78,6.72
02/06/1997,5.14,5.28,5.53,5.91,6.05,6.22,6.36,6.49,6.83,6.76
02/05/1997,5.13,5.28,5.53,5.91,6.04,6.21,6.35,6.47,6.81,6.75
02/04/1997,5.10,5.28,5.54,5.88,6.02,6.19,6.32,6.45,6.78,6.72
02/03/1997,5.12,5.28,5.54,5.89,6.03,6.21,6.34,6.47,6.81,6.74
01/31/1997,5.15,5.28,5.58,5.94,6.08,6.26,6.40,6.53,6.86,6.80
01/30/1997,5.18,5.31,5.63,6.01,6.16,6.35,6.49,6.61,6.95,6.88
01/29/1997,5.18,5.29,5.61,6.04,6.19,6.38,6.52,6.63,6.97,6.90
01/28/1997,5.18,5.30,5.61,6.04,6.19,6.38,6.53,6.64,6.98,6.91
01/27/1997,5.21,5.34,5.66,6.11,6.25,6.42,6.57,6.69,7.01,6.94
01/24/1997,5.16,5.34,5.62,6.07,6.21,6.39,6.53,6.64,6.97,6.89
01/23/1997,5.18,5.34,5.62,6.06,6.19,6.35,6.49,6.60,6.93,6.85
01/22/1997,5.18,5.33,5.60,6.00,6.15,6.32,6.45,6.56,6.90,6.83
01/21/1997,5.18,5.31,5.60,5.99,6.12,6.29,6.41,6.52,6.86,6.78
01/17/1997,5.14,5.28,5.60,6.00,6.14,6.32,6.46,6.56,6.90,6.83
01/16/1997,5.16,5.28,5.61,6.00,6.15,6.33,6.47,6.57,6.91,6.83
01/15/1997,5.16,5.28,5.57,5.98,6.12,6.30,6.43,6.53,6.87,6.79
01/14/1997,5.19,5.27,5.60,5.98,6.12,6.30,6.43,6.53,6.86,6.77
01/13/1997,5.08,5.31,5.66,6.07,6.22,6.40,6.52,6.63,6.95,6.85
01/10/1997,5.17,5.33,5.66,6.06,6.21,6.40,6.52,6.63,6.94,6.86
01/09/1997,5.13,5.27,5.57,5.94,6.10,6.27,6.41,6.52,6.85,6.76
01/08/1997,5.16,5.30,5.61,6.01,6.17,6.34,6.49,6.60,6.92,6.83
01/07/1997,5.16,5.30,5.61,5.98,6.14,6.32,6.47,6.57,6.89,6.80
01/06/1997,5.17,5.31,5.61,5.97,6.12,6.30,6.44,6.54,6.86,6.77
01/03/1997,5.17,5.34,5.60,5.95,6.11,6.28,6.42,6.52,6.84,6.74
01/02/1997,5.19,5.35,5.63,5.97,6.13,6.30,6.45,6.54,6.85,6.75
