Date,"3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
06/18/1998,5.19,5.34,5.42,5.53,5.53,5.55,5.58,5.50,5.80,5.70
06/17/1998,5.23,5.36,5.44,5.55,5.54,5.57,5.61,5.54,5.84,5.74
06/16/1998,5.20,5.32,5.39,5.50,5.47,5.49,5.52,5.45,5.75,5.65
06/15/1998,5.16,5.29,5.33,5.43,5.41,5.42,5.45,5.38,5.70,5.61
06/12/1998,5.13,5.31,5.35,5.43,5.43,5.43,5.48,5.43,5.75,5.66
06/11/1998,5.11,5.32,5.37,5.45,5.44,5.46,5.49,5.44,5.74,5.65
06/10/1998,5.14,5.38,5.44,5.55,5.54,5.55,5.58,5.51,5.80,5.70
06/09/1998,5.17,5.40,5.46,5.60,5.60,5.61,5.64,5.59,5.89,5.79
06/08/1998,5.16,5.38,5.46,5.58,5.59,5.60,5.63,5.58,5.89,5.79
06/05/1998,5.12,5.34,5.45,5.58,5.59,5.60,5.63,5.58,5.89,5.79
06/04/1998,5.12,5.33,5.43,5.58,5.58,5.60,5.65,5.59,5.91,5.82
06/03/1998,5.13,5.32,5.42,5.55,5.56,5.57,5.63,5.57,5.89,5.80
06/02/1998,5.08,5.32,5.41,5.53,5.53,5.56,5.62,5.56,5.89,5.80
06/01/1998,5.08,5.30,5.40,5.52,5.51,5.53,5.59,5.53,5.87,5.78
05/29/1998,5.03,5.33,5.42,5.53,5.54,5.56,5.63,5.56,5.90,5.81
05/28/1998,5.07,5.35,5.43,5.57,5.57,5.56,5.65,5.58,5.93,5.83
05/27/1998,5.09,5.35,5.41,5.53,5.54,5.57,5.64,5.56,5.93,5.83
05/26/1998,5.17,5.38,5.45,5.61,5.59,5.60,5.67,5.59,5.94,5.85
05/22/1998,5.22,5.40,5.45,5.63,5.63,5.65,5.72,5.64,5.99,5.90
05/21/1998,5.24,5.43,5.47,5.63,5.63,5.66,5.73,5.65,6.01,5.93
05/20/1998,5.21,5.36,5.42,5.57,5.57,5.60,5.68,5.61,5.98,5.89
05/19/1998,5.23,5.37,5.45,5.59,5.60,5.63,5.73,5.65,6.02,5.94
05/18/1998,5.20,5.37,5.45,5.59,5.59,5.63,5.72,5.64,5.99,5.92
05/15/1998,5.18,5.38,5.46,5.63,5.64,5.67,5.76,5.68,6.05,5.97
05/14/1998,5.18,5.38,5.48,5.63,5.64,5.66,5.76,5.67,6.05,5.98
05/13/1998,5.12,5.38,5.44,5.59,5.60,5.63,5.72,5.64,6.02,5.95
05/12/1998,5.12,5.36,5.44,5.59,5.60,5.65,5.74,5.70,6.04,5.96
05/11/1998,5.14,5.39,5.48,5.66,5.70,5.72,5.82,5.79,6.12,6.04
05/08/1998,5.14,5.35,5.44,5.61,5.64,5.65,5.75,5.71,6.05,5.98
05/07/1998,5.12,5.32,5.42,5.56,5.60,5.60,5.72,5.67,6.02,5.95
05/06/1998,5.11,5.32,5.41,5.56,5.59,5.60,5.72,5.67,6.02,5.94
05/05/1998,5.11,5.32,5.45,5.61,5.64,5.66,5.76,5.70,6.05,5.98
05/04/1998,5.10,5.32,5.42,5.59,5.62,5.63,5.73,5.67,6.02,5.94
05/01/1998,5.02,5.27,5.41,5.59,5.62,5.63,5.72,5.67,6.02,5.94
04/30/1998,5.00,5.24,5.40,5.59,5.62,5.65,5.74,5.68,6.04,5.95
04/29/1998,5.07,5.32,5.49,5.71,5.75,5.78,5.87,5.81,6.15,6.08
04/28/1998,5.06,5.34,5.48,5.69,5.73,5.78,5.86,5.80,6.15,6.07
04/27/1998,5.08,5.35,5.48,5.71,5.73,5.77,5.86,5.80,6.15,6.07
04/24/1998,5.08,5.26,5.39,5.61,5.62,5.65,5.72,5.67,6.02,5.95
04/23/1998,5.09,5.27,5.40,5.61,5.62,5.66,5.74,5.69,6.05,5.98
04/22/1998,5.09,5.25,5.41,5.60,5.62,5.66,5.73,5.68,6.04,5.96
04/21/1998,5.07,5.25,5.41,5.60,5.62,5.66,5.73,5.68,6.03,5.96
04/20/1998,5.08,5.25,5.39,5.57,5.57,5.61,5.70,5.65,6.00,5.92
04/17/1998,5.05,5.26,5.36,5.54,5.53,5.57,5.64,5.59,5.95,5.88
04/16/1998,5.04,5.28,5.37,5.53,5.53,5.57,5.64,5.59,5.94,5.87
04/15/1998,5.08,5.30,5.38,5.55,5.56,5.59,5.66,5.60,5.96,5.89
04/14/1998,5.16,5.32,5.40,5.57,5.58,5.60,5.69,5.63,5.98,5.91
04/13/1998,5.19,5.35,5.42,5.59,5.61,5.64,5.72,5.66,6.01,5.94
04/09/1998,5.07,5.22,5.33,5.50,5.52,5.56,5.64,5.59,5.95,5.88
04/08/1998,5.06,5.21,5.30,5.49,5.51,5.54,5.64,5.58,5.96,5.90
04/07/1998,5.07,5.20,5.28,5.45,5.48,5.50,5.59,5.53,5.91,5.84
04/06/1998,5.10,5.22,5.30,5.45,5.47,5.49,5.58,5.51,5.89,5.82
04/03/1998,5.08,5.17,5.25,5.42,5.42,5.44,5.54,5.47,5.85,5.78
04/02/1998,5.10,5.22,5.35,5.52,5.53,5.54,5.64,5.56,5.92,5.85
04/01/1998,5.12,5.24,5.37,5.55,5.58,5.59,5.68,5.62,5.98,5.90
03/31/1998,5.16,5.27,5.41,5.60,5.61,5.64,5.74,5.67,6.02,5.94
03/30/1998,5.18,5.30,5.44,5.65,5.69,5.70,5.79,5.72,6.06,5.98
03/27/1998,5.21,5.20,5.43,5.63,5.66,5.67,5.75,5.68,6.03,5.96
03/26/1998,5.22,5.20,5.41,5.62,5.65,5.66,5.74,5.68,6.02,5.96
03/25/1998,5.18,5.19,5.40,5.58,5.59,5.62,5.70,5.64,6.00,5.94
03/24/1998,5.17,5.21,5.37,5.50,5.52,5.57,5.63,5.58,5.95,5.88
03/23/1998,5.17,5.21,5.36,5.52,5.52,5.56,5.63,5.57,5.95,5.88
03/20/1998,5.19,5.27,5.36,5.52,5.50,5.56,5.64,5.57,5.95,5.89
03/19/1998,5.18,5.28,5.37,5.52,5.52,5.56,5.65,5.58,5.97,5.90
03/18/1998,5.17,5.27,5.36,5.52,5.51,5.55,5.65,5.58,5.97,5.91
03/17/1998,5.14,5.25,5.36,5.50,5.48,5.53,5.63,5.56,5.95,5.89
03/16/1998,5.12,5.24,5.33,5.47,5.47,5.52,5.60,5.54,5.92,5.86
03/13/1998,5.09,5.21,5.35,5.50,5.49,5.54,5.65,5.58,5.95,5.89
03/12/1998,5.08,5.19,5.34,5.50,5.49,5.52,5.62,5.56,5.94,5.87
03/11/1998,5.09,5.22,5.37,5.53,5.54,5.57,5.69,5.63,6.00,5.93
03/10/1998,5.09,5.23,5.38,5.55,5.56,5.62,5.73,5.67,6.03,5.97
03/09/1998,5.11,5.24,5.39,5.57,5.56,5.61,5.74,5.67,6.04,5.97
03/06/1998,5.15,5.24,5.40,5.58,5.59,5.65,5.78,5.73,6.09,6.02
03/05/1998,5.18,5.26,5.42,5.62,5.63,5.71,5.84,5.78,6.14,6.07
03/04/1998,5.19,5.29,5.43,5.63,5.64,5.71,5.81,5.76,6.11,6.05
03/03/1998,5.23,5.34,5.46,5.64,5.64,5.72,5.82,5.77,6.14,6.07
03/02/1998,5.26,5.35,5.43,5.60,5.61,5.67,5.77,5.72,6.09,6.03
02/27/1998,5.32,5.33,5.41,5.55,5.55,5.59,5.67,5.62,5.99,5.92
02/26/1998,5.34,5.32,5.42,5.58,5.58,5.62,5.71,5.65,6.01,5.95
02/25/1998,5.31,5.31,5.43,5.55,5.56,5.60,5.70,5.63,5.99,5.93
02/24/1998,5.27,5.32,5.47,5.57,5.60,5.66,5.75,5.69,6.04,5.97
02/23/1998,5.28,5.26,5.35,5.46,5.47,5.53,5.62,5.58,5.97,5.91
02/20/1998,5.21,5.30,5.30,5.41,5.41,5.49,5.58,5.54,5.93,5.87
02/19/1998,5.21,5.31,5.28,5.39,5.40,5.47,5.57,5.51,5.91,5.85
02/18/1998,5.20,5.30,5.27,5.37,5.38,5.44,5.54,5.49,5.90,5.84
02/17/1998,5.20,5.29,5.25,5.34,5.34,5.41,5.50,5.44,5.86,5.80
02/13/1998,5.22,5.24,5.26,5.36,5.36,5.44,5.53,5.49,5.92,5.85
02/12/1998,5.22,5.23,5.28,5.39,5.40,5.46,5.56,5.52,5.94,5.87
02/11/1998,5.22,5.23,5.29,5.39,5.40,5.46,5.57,5.53,5.92,5.86
02/10/1998,5.21,5.24,5.29,5.41,5.43,5.49,5.63,5.64,6.00,5.93
02/09/1998,5.22,5.25,5.28,5.41,5.46,5.51,5.65,5.65,6.02,5.94
02/06/1998,5.17,5.25,5.27,5.38,5.43,5.48,5.61,5.62,5.99,5.92
02/05/1998,5.14,5.22,5.26,5.36,5.39,5.46,5.61,5.62,6.00,5.92
02/04/1998,5.11,5.22,5.24,5.32,5.35,5.41,5.55,5.57,5.94,5.87
02/03/1998,5.26,5.29,5.25,5.34,5.36,5.41,5.56,5.56,5.93,5.86
02/02/1998,5.26,5.30,5.26,5.36,5.38,5.43,5.55,5.57,5.93,5.87
01/30/1998,5.19,5.24,5.24,5.32,5.35,5.39,5.51,5.53,5.88,5.82
01/29/1998,5.20,5.23,5.24,5.36,5.39,5.43,5.55,5.58,5.92,5.85
01/28/1998,5.23,5.30,5.33,5.46,5.50,5.54,5.67,5.69,6.02,5.94
01/27/1998,5.24,5.30,5.32,5.46,5.50,5.57,5.68,5.70,6.02,5.95
01/26/1998,5.22,5.23,5.25,5.39,5.42,5.49,5.61,5.63,5.96,5.90
01/23/1998,5.17,5.26,5.25,5.42,5.44,5.53,5.67,5.70,6.04,5.98
01/22/1998,5.13,5.20,5.18,5.30,5.31,5.39,5.53,5.56,5.91,5.85
01/21/1998,5.13,5.21,5.22,5.33,5.34,5.41,5.52,5.54,5.87,5.81
01/20/1998,5.14,5.20,5.24,5.37,5.36,5.45,5.56,5.57,5.89,5.83
01/16/1998,5.15,5.20,5.24,5.35,5.35,5.42,5.53,5.54,5.87,5.81
01/15/1998,5.13,5.15,5.19,5.29,5.29,5.34,5.46,5.48,5.81,5.74
01/14/1998,5.18,5.17,5.19,5.29,5.30,5.33,5.45,5.45,5.79,5.74
01/13/1998,5.17,5.16,5.17,5.25,5.25,5.28,5.42,5.41,5.76,5.71
01/12/1998,5.12,5.13,5.13,5.20,5.21,5.24,5.38,5.39,5.76,5.70
01/09/1998,5.05,5.11,5.08,5.17,5.20,5.22,5.37,5.40,5.77,5.71
01/08/1998,5.13,5.20,5.20,5.31,5.33,5.34,5.46,5.49,5.82,5.75
01/07/1998,5.23,5.30,5.31,5.42,5.45,5.45,5.55,5.55,5.88,5.80
01/06/1998,5.22,5.30,5.30,5.39,5.42,5.41,5.49,5.49,5.80,5.73
01/05/1998,5.23,5.32,5.35,5.47,5.47,5.46,5.52,5.52,5.82,5.74
01/02/1998,5.32,5.40,5.46,5.59,5.62,5.63,5.68,5.67,5.94,5.86
