Date,"3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
09/22/1993,2.98,3.15,3.39,3.90,4.22,4.81,5.17,5.45,,6.10
09/21/1993,2.98,3.14,3.38,3.90,4.21,4.80,5.19,5.47,,6.14
09/20/1993,3.00,3.16,3.41,3.92,4.23,4.79,5.13,5.42,,6.08
09/17/1993,3.01,3.17,3.39,3.89,4.19,4.75,5.11,5.38,,6.04
09/16/1993,3.01,3.16,3.39,3.88,4.19,4.74,5.12,5.37,,6.01
09/15/1993,3.02,3.16,3.39,3.89,4.19,4.75,5.14,5.39,,6.00
09/14/1993,3.05,3.18,3.41,3.91,4.23,4.77,5.12,5.37,,5.97
09/13/1993,3.04,3.16,3.33,3.82,4.13,4.66,4.99,5.26,,5.86
09/10/1993,3.02,3.15,3.32,3.80,4.11,4.67,5.01,5.29,,5.89
09/09/1993,3.04,3.18,3.37,3.88,4.18,4.74,5.06,5.35,,5.96
09/08/1993,3.02,3.15,3.32,3.78,4.07,4.63,4.96,5.23,,5.86
09/07/1993,3.01,3.12,3.26,3.70,4.01,4.60,4.96,5.23,,5.88
09/03/1993,3.00,3.12,3.25,3.71,4.04,4.65,5.01,5.31,,5.95
09/02/1993,3.05,3.18,3.34,3.83,4.16,4.76,5.09,5.41,,6.04
09/01/1993,3.08,3.19,3.36,3.88,4.21,4.81,5.12,5.46,,6.09
08/31/1993,3.08,3.21,3.38,3.88,4.20,4.80,5.11,5.45,,6.09
08/30/1993,3.08,3.19,3.35,3.86,4.18,4.78,5.10,5.44,,6.12
08/27/1993,3.09,3.21,3.38,3.87,4.20,4.83,5.13,5.48,,6.13
08/26/1993,3.06,3.19,3.34,3.82,4.16,4.78,5.10,5.42,,6.09
08/25/1993,3.04,3.18,3.35,3.85,4.20,4.86,5.17,5.51,,6.18
08/24/1993,3.05,3.18,3.36,3.89,4.24,4.90,5.21,5.54,,6.20
08/23/1993,3.08,3.21,3.40,3.97,4.30,4.98,5.28,5.60,,6.22
08/20/1993,3.06,3.20,3.39,3.93,4.29,4.96,5.28,5.61,,6.22
08/19/1993,3.05,3.20,3.39,3.93,4.29,4.97,5.32,5.64,,6.21
08/18/1993,3.05,3.19,3.41,3.98,4.36,5.04,5.37,5.69,,6.26
08/17/1993,3.08,3.21,3.43,4.02,4.39,5.07,5.39,5.70,,6.31
08/16/1993,3.10,3.21,3.42,3.98,4.35,5.05,5.36,5.68,,6.31
08/13/1993,3.09,3.22,3.43,4.00,4.38,5.08,5.41,5.72,,6.35
08/12/1993,3.08,3.23,3.47,4.06,4.43,5.13,5.47,5.77,,6.37
08/11/1993,3.09,3.25,3.50,4.10,4.47,5.13,5.46,5.75,,6.44
08/10/1993,3.10,3.27,3.51,4.10,4.48,5.14,5.49,5.82,,6.45
08/09/1993,3.11,3.26,3.48,4.06,4.45,5.12,5.48,5.82,,6.47
08/06/1993,3.11,3.28,3.52,4.09,4.48,5.16,5.52,5.86,,6.53
08/05/1993,3.12,3.30,3.54,4.12,4.50,5.18,5.52,5.86,,6.53
08/04/1993,3.15,3.32,3.57,4.16,4.55,5.20,5.54,5.87,,6.54
08/03/1993,3.15,3.32,3.56,4.17,4.55,5.19,5.51,5.83,,6.53
08/02/1993,3.17,3.35,3.58,4.19,4.55,5.20,5.55,5.85,,6.56
07/30/1993,3.10,3.28,3.53,4.13,4.50,5.16,5.50,5.83,,6.57
07/29/1993,3.09,3.28,3.51,4.12,4.46,5.13,5.47,5.81,,6.57
07/28/1993,3.15,3.34,3.59,4.21,4.57,5.23,5.58,5.90,,6.66
07/27/1993,3.17,3.36,3.61,4.25,4.59,5.26,5.62,5.92,,6.68
07/26/1993,3.17,3.33,3.59,4.22,4.58,5.25,5.62,5.93,,6.68
07/23/1993,3.16,3.34,3.62,4.25,4.62,5.28,5.66,5.95,,6.71
07/22/1993,3.16,3.34,3.61,4.22,4.59,5.24,5.60,5.90,,6.65
07/21/1993,3.14,3.29,3.52,4.15,4.49,5.17,5.53,5.83,,6.62
07/20/1993,3.13,3.28,3.48,4.09,4.42,5.08,5.42,5.75,,6.55
07/19/1993,3.12,3.24,3.42,3.99,4.35,5.00,5.37,5.71,,6.54
07/16/1993,3.08,3.23,3.41,3.99,4.34,4.99,5.36,5.71,,6.54
07/15/1993,3.08,3.23,3.41,3.99,4.34,4.99,5.37,5.72,,6.55
07/14/1993,3.08,3.22,3.40,3.97,4.32,4.98,5.37,5.72,,6.56
07/13/1993,3.11,3.25,3.44,4.04,4.39,5.03,5.43,5.78,,6.62
07/12/1993,3.10,3.22,3.40,3.99,4.33,5.00,5.41,5.75,,6.62
07/09/1993,3.09,3.21,3.41,3.98,4.34,5.00,5.42,5.76,,6.64
07/08/1993,3.09,3.21,3.42,4.00,4.35,5.02,5.45,5.78,,6.66
07/07/1993,3.11,3.20,3.43,4.00,4.38,5.04,5.47,5.80,,6.68
07/06/1993,3.12,3.22,3.42,4.00,4.38,5.04,5.47,5.80,,6.68
07/02/1993,3.02,3.15,3.34,3.93,4.31,4.98,5.42,5.76,,6.67
07/01/1993,3.06,3.19,3.41,3.99,4.37,5.04,5.46,5.80,,6.69
06/30/1993,3.10,3.22,3.45,4.03,4.39,5.05,5.46,5.80,,6.68
06/29/1993,3.10,3.21,3.45,4.03,4.37,5.05,5.45,5.79,,6.67
06/28/1993,3.11,3.23,3.47,4.06,4.41,5.08,5.47,5.80,,6.67
06/25/1993,3.15,3.28,3.50,4.10,4.45,5.13,5.51,5.84,,6.71
06/24/1993,3.17,3.30,3.54,4.15,4.49,5.16,5.55,5.88,,6.74
06/23/1993,3.19,3.32,3.56,4.20,4.54,5.20,5.59,5.91,,6.77
06/22/1993,3.16,3.27,3.51,4.15,4.51,5.21,5.58,5.91,,6.78
06/21/1993,3.17,3.28,3.52,4.16,4.51,5.20,5.57,5.92,,6.78
06/18/1993,3.13,3.28,3.52,4.16,4.53,5.23,5.62,5.97,,6.82
06/17/1993,3.10,3.24,3.46,4.08,4.47,5.17,5.57,5.93,,6.81
06/16/1993,3.11,3.25,3.47,4.09,4.47,5.18,5.59,5.96,,6.82
06/15/1993,3.12,3.25,3.48,4.11,4.49,5.19,5.59,5.96,,6.83
06/14/1993,3.13,3.28,3.50,4.13,4.52,5.20,5.60,5.97,,6.81
06/11/1993,3.12,3.28,3.51,4.15,4.53,5.22,5.61,5.97,,6.80
06/10/1993,3.18,3.36,3.62,4.29,4.67,5.34,5.72,6.07,,6.88
06/09/1993,3.18,3.37,3.62,4.29,4.67,5.33,5.72,6.07,,6.87
06/08/1993,3.20,3.40,3.66,4.33,4.70,5.35,5.74,6.09,,6.91
06/07/1993,3.20,3.40,3.65,4.30,4.66,5.34,5.73,6.08,,6.88
06/04/1993,3.18,3.39,3.67,4.31,4.67,5.36,5.75,6.11,,6.91
06/03/1993,3.10,3.27,3.53,4.14,4.52,5.23,5.64,6.02,,6.86
06/02/1993,3.14,3.30,3.56,4.18,4.57,5.27,5.69,6.06,,6.88
06/01/1993,3.14,3.30,3.55,4.16,4.54,5.28,5.71,6.07,,6.88
05/28/1993,3.13,3.32,3.62,4.24,4.63,5.37,5.80,6.16,,6.98
05/27/1993,3.13,3.32,3.58,4.22,4.60,5.35,5.76,6.11,,6.93
05/26/1993,3.12,3.28,3.51,4.20,4.57,5.35,5.76,6.12,,6.94
05/25/1993,3.14,3.30,3.52,4.19,4.59,5.38,5.81,6.17,,7.01
05/24/1993,3.15,3.31,3.52,4.19,4.59,5.37,5.79,6.16,,6.99
05/21/1993,3.07,3.21,3.45,4.14,4.53,5.34,5.78,6.16,,7.03
05/20/1993,3.03,3.16,3.39,4.03,4.45,5.25,5.71,6.09,,6.99
05/19/1993,3.03,3.17,3.37,4.03,4.45,5.26,5.73,6.11,,6.98
05/18/1993,3.08,3.20,3.40,4.08,4.49,5.30,5.78,6.15,,7.02
05/17/1993,3.08,3.21,3.41,4.05,4.47,5.27,5.72,6.07,,6.97
05/14/1993,3.03,3.15,3.33,3.97,4.38,5.21,5.67,6.03,,6.95
05/13/1993,2.99,3.11,3.30,3.91,4.35,5.15,5.63,6.02,,6.96
05/12/1993,2.96,3.09,3.26,3.82,4.28,5.07,5.57,5.96,,6.86
05/11/1993,2.95,3.09,3.23,3.79,4.25,5.03,5.51,5.89,,6.82
05/10/1993,2.95,3.08,3.22,3.79,4.24,5.02,5.53,5.89,,6.81
05/07/1993,2.93,3.06,3.23,3.79,4.25,5.04,5.57,5.92,,6.85
05/06/1993,2.92,3.05,3.22,3.80,4.24,5.03,5.52,5.89,,6.80
05/05/1993,2.95,3.08,3.26,3.80,4.27,5.07,5.51,5.93,,6.82
05/04/1993,2.93,3.06,3.23,3.75,4.23,5.04,5.49,5.92,,6.81
05/03/1993,2.93,3.06,3.22,3.75,4.23,5.06,5.54,5.96,,6.86
04/30/1993,2.97,3.07,3.26,3.83,4.30,5.14,5.63,6.05,,6.95
04/29/1993,2.96,3.07,3.24,3.79,4.28,5.10,5.58,5.99,,6.88
04/28/1993,2.98,3.08,3.27,3.86,4.35,5.18,5.64,6.03,,6.91
04/27/1993,2.97,3.09,3.27,3.88,4.33,5.19,5.62,6.02,,6.90
04/26/1993,2.95,3.05,3.23,3.79,4.25,5.09,5.53,5.94,,6.83
04/23/1993,2.90,3.03,3.18,3.75,4.21,5.06,5.49,5.89,,6.79
04/22/1993,2.88,3.01,3.17,3.75,4.21,5.04,5.46,5.85,,6.75
04/21/1993,2.86,3.00,3.17,3.77,4.23,5.05,5.48,5.86,,6.75
04/20/1993,2.85,3.00,3.19,3.78,4.24,5.07,5.49,5.87,,6.76
04/19/1993,2.87,3.03,3.21,3.78,4.25,5.07,5.49,5.87,,6.73
04/16/1993,2.90,3.05,3.21,3.80,4.26,5.08,5.51,5.89,,6.76
04/15/1993,2.90,3.05,3.22,3.79,4.24,5.06,5.49,5.88,,6.73
04/14/1993,2.88,3.04,3.19,3.78,4.24,5.07,5.51,5.90,,6.76
04/13/1993,2.91,3.07,3.22,3.82,4.27,5.10,5.55,5.93,,6.80
04/12/1993,2.94,3.09,3.23,3.82,4.27,5.09,5.57,5.92,,6.79
04/08/1993,2.96,3.10,3.25,3.85,4.30,5.13,5.62,5.97,,6.85
04/07/1993,2.98,3.13,3.33,3.93,4.39,5.23,5.72,6.07,,6.96
04/06/1993,2.98,3.09,3.35,3.93,4.39,5.22,5.73,6.08,,6.97
04/05/1993,2.97,3.09,3.30,3.96,4.45,5.27,5.79,6.13,,7.04
04/02/1993,2.97,3.09,3.32,3.99,4.48,5.31,5.83,6.16,,7.06
04/01/1993,2.96,3.09,3.32,3.94,4.41,5.24,5.74,6.06,,6.97
03/31/1993,2.95,3.09,3.32,3.96,4.42,5.24,5.72,6.03,,6.93
03/30/1993,2.97,3.09,3.29,3.91,4.38,5.20,5.71,6.02,,6.91
03/29/1993,3.00,3.12,3.33,3.95,4.44,5.25,5.75,6.06,,6.90
03/26/1993,3.00,3.13,3.33,4.02,4.50,5.32,5.78,6.09,,6.94
03/25/1993,2.97,3.09,3.29,3.92,4.38,5.19,5.67,5.98,,6.83
03/24/1993,2.98,3.11,3.31,3.93,4.38,5.19,5.64,5.95,,6.81
03/23/1993,2.98,3.12,3.28,3.88,4.31,5.14,5.60,5.91,,6.77
03/22/1993,2.99,3.13,3.29,3.92,4.37,5.18,5.65,5.96,,6.81
03/19/1993,3.03,3.16,3.32,3.95,4.38,5.17,5.65,5.95,,6.81
03/18/1993,3.01,3.13,3.30,3.91,4.35,5.11,5.63,5.93,,6.80
03/17/1993,3.04,3.18,3.36,3.98,4.44,5.21,5.72,6.02,,6.86
03/16/1993,3.04,3.19,3.38,4.02,4.50,5.27,5.76,6.06,,6.87
03/15/1993,3.06,3.21,3.42,4.10,4.61,5.39,5.87,6.17,,6.91
03/12/1993,3.04,3.19,3.39,4.11,4.56,5.35,5.80,6.11,,6.86
03/11/1993,3.03,3.16,3.35,4.01,4.47,5.23,5.65,5.96,,6.75
03/10/1993,3.04,3.19,3.40,4.05,4.49,5.24,5.65,5.97,,6.75
03/09/1993,3.05,3.19,3.41,4.02,4.46,5.21,5.60,5.91,,6.73
03/08/1993,3.05,3.19,3.39,3.97,4.37,5.15,5.54,5.85,,6.72
03/05/1993,3.07,3.20,3.37,3.91,4.37,5.14,5.56,5.90,,6.76
03/04/1993,2.97,3.09,3.24,3.75,4.19,5.00,5.46,5.83,,6.73
03/03/1993,3.00,3.11,3.28,3.81,4.24,5.05,5.51,5.88,,6.78
03/02/1993,3.03,3.14,3.31,3.88,4.31,5.13,5.58,5.95,,6.84
03/01/1993,3.03,3.14,3.30,3.88,4.31,5.12,5.58,5.94,,6.83
02/26/1993,3.01,3.14,3.32,3.92,4.37,5.21,5.67,6.03,,6.90
02/25/1993,3.01,3.13,3.33,3.95,4.36,5.23,5.68,6.03,,6.89
02/24/1993,3.02,3.14,3.32,3.97,4.40,5.20,5.64,6.01,,6.88
02/23/1993,3.00,3.11,3.27,3.90,4.33,5.12,5.53,5.92,,6.83
02/22/1993,3.01,3.14,3.32,3.99,4.44,5.28,5.70,6.09,,6.95
02/19/1993,2.99,3.11,3.30,3.99,4.44,5.30,5.76,6.15,,7.01
02/18/1993,2.95,3.09,3.30,3.95,4.43,5.29,5.75,6.17,,7.02
02/17/1993,2.97,3.14,3.39,4.06,4.54,5.43,5.90,6.28,,7.11
02/16/1993,3.00,3.18,3.44,4.14,4.64,5.52,5.98,6.34,,7.14
02/12/1993,2.99,3.18,3.43,4.20,4.70,5.57,6.00,6.35,,7.13
02/11/1993,2.98,3.18,3.44,4.20,4.72,5.58,6.02,6.37,,7.15
02/10/1993,3.00,3.22,3.50,4.27,4.79,5.63,6.06,6.40,,7.26
02/09/1993,2.99,3.19,3.47,4.20,4.72,5.55,5.98,6.41,,7.20
02/08/1993,3.00,3.18,3.43,4.16,4.64,5.49,5.93,6.37,,7.18
02/05/1993,2.96,3.15,3.36,4.07,4.58,5.42,5.88,6.32,,7.17
02/04/1993,2.96,3.18,3.44,4.19,4.68,5.53,5.98,6.39,,7.19
02/03/1993,2.99,3.21,3.44,4.27,4.77,5.62,6.04,6.45,,7.23
02/02/1993,3.02,3.21,3.43,4.25,4.76,5.63,6.04,6.46,,7.25
02/01/1993,3.01,3.17,3.40,4.19,4.69,5.55,5.97,6.38,,7.21
01/29/1993,2.96,3.16,3.39,4.20,4.72,5.57,6.00,6.39,,7.21
01/28/1993,2.96,3.14,3.38,4.20,4.73,5.61,6.05,6.44,,7.23
01/27/1993,2.97,3.15,3.41,4.24,4.80,5.68,6.10,6.48,,7.25
01/26/1993,3.01,3.18,3.45,4.30,4.83,5.75,6.13,6.50,,7.26
01/25/1993,3.02,3.17,3.41,4.26,4.80,5.71,6.11,6.48,,7.22
01/22/1993,3.03,3.15,3.41,4.30,4.85,5.77,6.18,6.57,,7.30
01/21/1993,3.05,3.20,3.48,4.36,4.91,5.83,6.23,6.60,,7.31
01/20/1993,3.08,3.22,3.51,4.41,4.95,5.85,6.26,6.61,,7.32
01/19/1993,3.10,3.23,3.48,4.39,4.91,5.82,6.23,6.59,,7.31
01/15/1993,3.00,3.17,3.42,4.31,4.88,5.80,6.24,6.60,,7.35
01/14/1993,3.04,3.23,3.48,4.40,4.96,5.88,6.30,6.65,,7.41
01/13/1993,3.06,3.24,3.51,4.46,5.02,5.93,6.36,6.71,,7.45
01/12/1993,3.09,3.24,3.54,4.48,5.03,5.95,6.41,6.72,,7.48
01/11/1993,3.12,3.28,3.54,4.48,5.01,5.93,6.40,6.71,,7.47
01/08/1993,3.13,3.30,3.56,4.50,5.06,5.97,6.44,6.75,,7.47
01/07/1993,3.19,3.38,3.70,4.64,5.17,6.05,6.49,6.76,,7.45
01/06/1993,3.17,3.35,3.62,4.52,5.06,5.94,6.36,6.63,,7.34
01/05/1993,3.18,3.36,3.58,4.48,5.00,5.90,6.32,6.61,,7.33
01/04/1993,3.19,3.37,3.56,4.48,5.03,5.90,6.33,6.60,,7.33
